6765	[911, 3413, 5950, 3078]	[9, 1619, 3330, 4991, 656]
4190	[3078]	[9, 1635]
4991	[]	[9, 1635, 3078, 1619, 4190]
9674	[6031, 7428, 3078, 4190]	[9, 3330, 6035, 6914, 8762, 1619, 4991, 1635]
7428	[6031, 6765]	[9, 4991, 1635, 3330]
6914	[]	[9, 3078, 6765, 1619, 4190, 1635, 3330]
3616	[]	[10, 443, 3370, 3567, 1113, 1877, 448, 694]
3750	[8, 231, 290, 298, 366, 496, 548, 579, 719, 922, 979, 980, 989, 1103, 1111, 1886, 1897, 1957, 1968, 2032, 2132, 2155, 2597, 3475, 3531, 969, 1280, 2568, 1269, 2160, 1170, 355]	[11, 114, 128, 535, 566, 807, 1509, 1671, 1930, 1932, 2057, 2217, 2470, 2953, 3040, 3197, 3260, 3264, 3397, 3515, 3570, 2828, 3186, 2210]
5586	[367, 399, 1707, 2217, 3548, 862, 5172, 2660]	[13, 168, 170, 203, 253, 267, 286, 298, 405, 527, 543, 599, 609, 639, 682, 719, 771, 800, 881, 1087, 1096, 1115, 1156, 1242, 1339, 1496, 1539, 1564, 1600, 1758, 1822, 1930, 1932, 2051, 2101, 2147, 2223, 2388, 2395, 2398, 2654, 2803, 2808, 2887, 2939, 3026, 3201, 3206, 3329, 3376, 3421, 3660, 3723, 3783, 4017, 4185, 4323, 4425, 4736, 4746, 5180, 5259, 5551, 5570, 5571, 271, 1954, 1129, 2533, 883, 3900, 5493, 2568, 380, 1200, 4398, 1070, 2856, 3435, 493, 1951, 1088, 3570, 1205, 98, 2982, 4268, 3750, 2546, 4000, 938, 1469, 4345]
3043	[1672]	[15, 172, 233, 256, 292, 340, 367, 380, 426, 638, 704, 743, 823, 959, 1531, 1621, 1630, 1645, 1740, 1983, 2040, 2072, 2158, 2198, 2217, 2454, 2573, 2590, 2644, 2785, 2965, 213, 709, 400, 322, 1130, 725, 308, 2027, 462, 212, 448, 1669, 415, 1185]
5017	[]	[16, 104, 160, 192, 203, 314, 366, 378, 442, 523, 572, 587, 690, 743, 1075, 1411, 1634, 1702, 1795, 1956, 2033, 2295, 2512, 2549, 2552, 2726, 2731, 3009, 3148, 3204, 3830, 3831, 3845, 3997, 4133, 4171, 4341, 4388, 4400, 4475, 4553, 4617, 4622, 4965, 325, 2048, 2094, 3477, 2217, 4643, 2982, 1539, 2186, 380, 4156, 704, 1094, 493, 1951, 1657, 4092, 3188, 1273, 932, 1671, 3454, 157, 2546, 1130]
7095	[4133]	[16, 102, 115, 192, 378, 4965, 5352, 5682, 5722, 5017]
5113	[192]	[16, 5017]
4133	[1280]	[16, 378, 3845, 4092, 263, 2512]
6468	[4578]	[16, 102, 378, 2482, 4400, 5162, 5682, 5017, 192, 5335, 6080]
698	[159, 266, 370, 411, 447, 463, 545]	[18, 458]
6668	[2217, 5921, 4690, 2131]	[19, 231, 1105, 3629, 3647, 5338, 5785, 5867, 6319, 6448, 627, 6612, 5498]
7130	[2403, 5412, 723, 4731, 5338]	[19, 5860, 5892, 6668]
2615	[]	[20, 909, 1296, 271]
213	[]	[22, 86, 87]
4302	[]	[22, 86, 213, 3477]
2593	[]	[22, 86, 114, 434, 564, 618, 1114, 1280]
1016	[213]	[22, 399]
5250	[177, 521, 1902, 3132, 3819, 3823]	[22, 2812, 3664, 380, 2771]
606	[493, 564]	[22, 434, 527, 380, 259, 458]
1280	[64, 79, 326, 366, 575, 578, 617, 623, 692, 710, 772, 803, 811, 821, 936, 1130, 1162, 1243, 325, 564, 855, 672]	[22, 114, 166, 404, 434, 535, 1045, 458, 747]
399	[22]	[28, 168, 213, 124, 104]
5732	[2808, 5372, 5599]	[30, 429, 663, 857, 1015, 1121, 1124, 1226, 1417, 1719, 2023, 2653, 3137, 3447, 3590, 3723, 4216, 4366, 4383, 4394, 4411, 4558, 4614, 4654, 4690, 4870, 5133, 5322, 5360, 5407, 5543, 68, 2217]
7808	[]	[34, 191, 231, 280, 823, 1073, 2195, 5368, 5792, 5991, 6045, 6108, 6992, 7096, 1084, 1293, 2707, 4001, 468, 7749]
3168	[535, 2388, 2646, 2797, 3059]	[38, 89, 130, 435, 507, 594, 662, 763, 1061, 1200, 1402, 1470, 1496, 1553, 1833, 1875, 2432, 2843, 3002, 3014, 3103, 2217]
1453	[1133]	[39, 84, 157, 264, 419, 590, 756, 806, 1153, 1418, 1432]
8410	[5763]	[39, 1133, 2335, 2672, 3053, 3420, 7963, 1453]
6725	[1401, 1366]	[40, 191, 232, 351, 380, 435, 576, 719, 1086, 2094, 2205, 2511, 2548, 2731, 2817, 2867, 2914, 3173, 3477, 3886, 4372, 5151, 5457, 5496, 6630, 202, 1664, 6135, 114, 3078, 959, 4676, 870, 2621, 862, 751, 1574, 3940, 1200, 1973, 3988, 1094, 1180, 3570, 1865, 2619, 527, 1951, 3462, 2803, 1707, 3186, 2949, 3381, 1112, 5694]
5151	[]	[40, 736, 873, 2096, 4917, 226, 2032, 362, 366, 3872]
1089	[]	[43]
4502	[405, 1073, 2879, 3083, 3486, 3534]	[44, 191, 231, 331, 435, 477, 539, 557, 681, 686, 752, 889, 959, 966, 1205, 1303, 1390, 1484, 1506, 1939, 2049, 2466, 2490, 2492, 2511, 2723, 2932, 3077, 3272, 3540, 3586, 3638, 3669, 3768, 3925, 3942, 3965, 4288, 271, 883, 2217, 493, 4070, 817, 2856, 3783, 719]
483	[]	[45]
7951	[]	[49, 924, 3694, 4614, 4672, 5277, 6134, 6437, 6512, 6720, 7545, 3723, 3964, 889, 5157, 3547, 4225]
6501	[6474, 6500]	[54]
380	[]	[56, 74, 86, 114, 232, 256, 311, 240, 213, 325, 259]
3940	[40, 43, 190, 209, 238, 240, 278, 311, 564, 689, 736, 970, 1070, 1083, 1205, 1383, 1404, 1732, 2094, 2394, 2726, 3381, 3872, 3925, 751, 2590]	[56, 1073, 1191, 1482, 2074, 2134, 2170, 2217, 2557, 2581, 2662, 2775, 3256, 3477, 3505, 3784, 1671, 2243, 1951]
9079	[]	[57, 6417, 2696, 8544]
3330	[9, 1619, 1635]	[58, 929, 3078]
6402	[]	[59, 209, 883, 984, 1009, 1537, 2153, 2253, 2300, 2619, 2973, 3886, 4306, 4643, 4766, 380, 902, 5007, 6066, 4686, 2856, 114, 4070, 3414, 6258, 827, 5952, 6088, 2775, 3233, 1058, 2534, 2205, 3883, 195, 5493, 98, 3940, 3110, 4282, 2290, 557, 1276, 1851, 4753, 1787]
3825	[374, 2655]	[61]
2180	[]	[65, 776]
84	[]	[66]
8518	[536, 862, 5172, 7097, 7761, 8273, 3604, 5415, 4124, 1671, 3669]	[66, 231, 340, 604, 736, 768, 1132, 1565, 1939, 2198, 2771, 2828, 2982, 3454, 3839, 5947, 6088, 6246, 6345, 6421, 6933, 7999, 8173, 8350, 8451, 8468, 202, 903, 2070, 6795, 226, 1936, 3942, 435, 7392, 6058, 8353, 325, 8203, 7640, 2094, 4643, 379, 5222, 5930, 6625, 8256, 7053, 2887, 3205]
820	[]	[66, 618, 790]
4748	[]	[66, 123, 712, 3513, 3890, 4654]
1467	[29, 50, 125, 183, 193, 738, 779, 1013, 1116, 1288, 1300, 1325, 704]	[67, 995, 1244]
360	[]	[67]
618	[224, 234, 273, 277, 475, 499, 546, 567, 598, 493]	[67, 123, 243, 367, 380]
2155	[135, 253, 296, 374, 428, 435, 578, 664, 702, 741, 749, 769, 823, 857, 937, 1021, 1033, 1062, 1070, 1153, 1160, 1162, 1170, 1187, 1200, 1340, 1422, 1441, 1601, 1801, 1843, 1956, 2051, 2070, 325, 618, 720]	[67, 535, 637, 798, 1396, 1914, 1941]
2597	[231, 959, 1192, 1634, 1983, 325, 632, 177, 1103, 2330, 604, 1539, 2186, 720, 1039, 704, 297, 1867, 1374, 1663]	[67, 1951, 2022, 340, 862]
1300	[108, 1179, 1273, 867, 1022, 936, 431]	[67, 536, 804]
3872	[1386, 1574, 1595, 1624, 3078, 3132, 325, 3615, 362, 1867, 435, 253, 1300, 2205, 1504, 3130, 3818, 3245, 555]	[67, 198, 1180, 2583, 2943, 656, 3570, 1932, 3507, 3355, 1366, 3387, 316, 2466]
3570	[]	[67, 114, 253, 257, 524, 914, 1940, 2006, 2101, 2155, 2533, 2568, 2590, 2619, 2675, 3117, 226, 435, 1132, 1189, 1280, 2622, 2601, 593, 2527, 318, 2220, 3411, 1099, 3011]
259	[]	[67, 177]
5952	[316, 5415, 5172, 5007]	[67, 368, 719, 1129, 2124, 2774, 2856, 3435, 3872, 3977, 4282, 5157, 5183, 120, 704, 1954, 3254, 1182, 1205, 604, 2568, 1070, 3566, 1186, 1931, 4631, 3940, 4643, 3213]
6635	[318, 524, 593, 1940, 2121, 2220, 2601, 2622, 2928, 3592, 4297, 4533, 4646, 5133, 5236, 5382, 5502, 5562, 5944, 6104, 6132, 6140, 6259, 5738, 1132, 2597, 2138]	[67, 307, 833, 927, 2050, 2217, 2422, 2527, 2675, 2977, 3117, 3570, 4099, 4181, 5007, 5655, 5731, 5886, 5728, 379, 5546]
1539	[238, 682, 881, 882, 883, 885, 1096, 1168, 1200, 1242, 1390, 1496, 325, 596, 604, 720, 430]	[67, 198, 602, 897, 379, 114]
7795	[318, 2220, 4646, 5236, 6635, 2601, 6104, 1940, 6774, 6259, 3411]	[67, 3570, 7141, 7761, 2675]
89	[]	[72]
1113	[64, 94, 375, 386, 425, 511, 521, 631, 636, 723, 754, 872, 880, 887, 895, 948, 1017, 618, 857, 1068, 702]	[73, 434, 527, 724, 845, 600, 84, 97]
5251	[980, 1013, 3783, 202, 4676, 1865, 1486, 794]	[74, 380, 86, 1366]
6933	[]	[74, 231, 253, 270, 293, 312, 396, 604, 719, 758, 825, 949, 990, 1011, 1086, 1116, 1153, 1273, 1329, 1401, 1421, 1483, 1648, 1799, 1865, 1995, 2121, 2167, 2446, 2481, 2548, 2583, 2726, 2731, 2763, 2774, 2915, 2935, 3414, 3416, 3462, 3505, 3519, 3716, 3818, 3839, 3865, 4050, 4244, 4269, 4380, 4624, 4743, 5136, 5445, 5496, 5764, 6682, 6884, 704, 903, 1867, 6188, 5172, 5206, 2771, 536, 864, 295, 2475, 6754, 1484, 4377, 3058, 325, 2217, 3872, 817, 3475, 380, 1280, 3071, 958, 373, 882, 2533, 3032, 232, 240, 720, 3055, 235, 1671, 2867, 4376, 2032, 358, 1084, 5187, 1366, 5694, 5669]
2706	[]	[74]
7557	[458]	[76, 1344, 1345, 4047, 111]
6512	[]	[77, 84, 790, 1080, 1153, 1719, 1931, 3942, 4124, 4614, 4654, 4672, 4826, 5052, 5183, 5277, 5621, 5732, 5926, 6437, 6485, 1453, 2672, 1569, 5030, 4262, 3656, 4847, 3723, 1175, 6489, 889, 941, 3112, 555, 1157, 6245, 4198, 2966, 3259]
379	[86]	[78, 116, 121, 164]
7761	[2131, 2305, 2660, 4690, 4785, 5322, 6350, 6366, 6422, 6610, 7056, 7086, 2217, 3117, 4949, 5007, 2050]	[80, 239, 407, 753, 804, 1099, 1310, 1462, 1547, 1748, 1801, 1826, 2220, 2263, 2451, 2619, 2828, 2918, 3011, 3031, 3072, 3359, 3390, 3411, 3679, 4043, 4492, 4499, 4646, 4808, 4846, 4995, 5236, 5267, 5562, 5623, 5727, 5814, 6218, 6251, 6395, 6405, 6520, 6631, 6800, 6849, 6878, 7033, 7161, 7204, 7266, 7409, 7535, 7543, 7547, 1132, 5728, 6635, 4376, 5944, 1189, 3570, 2675, 7411, 7141, 1954, 6685, 2597, 5, 2138, 6539, 7378, 2503, 2121, 4181, 7372, 2601, 1940, 593, 6774, 7250, 318, 6132]
5039	[640, 810, 936, 2070, 2158, 3513, 3890, 509, 66, 618, 684, 3391, 770, 1540, 2379]	[84, 123, 1226, 1301, 1666, 2578, 4748]
5330	[2158]	[84]
533	[33, 157, 441, 477]	[84]
723	[21, 64, 72, 109, 338, 387, 433, 461, 579, 610, 702, 618]	[84, 97]
3656	[178, 238, 311, 368, 448, 500, 564, 1009, 1228, 1269, 1464, 1967, 2076, 2128, 2153, 2330, 3348, 3532, 3201, 723, 1161, 1398]	[84, 600, 1794, 2332, 2491, 2499, 2587, 2783, 2797, 2991, 3027, 3310, 3332, 458, 2217]
9915	[66, 3391, 9378, 8231, 3299]	[84, 5521, 9775]
5918	[3391, 3890, 5039, 2158, 3531, 66, 3566, 3047, 5133, 5382, 5814, 4846, 3411, 1099]	[84, 123, 5896]
4471	[1576, 2796, 1113]	[84]
527	[]	[84, 97, 489, 458, 209]
425	[66]	[84, 123]
4847	[4218]	[84, 1006, 3657, 4654, 1113, 1565, 702, 1280]
521	[177]	[84, 86, 114, 380, 458]
2672	[1453]	[84, 419, 756, 1205, 1418, 1432, 1692, 1779, 1916, 2068, 2227, 2438, 2539, 2022]
1602	[535, 901]	[84, 145, 191, 352, 429, 502, 536, 793, 840, 1005, 1114, 1138, 1161, 1305, 1347, 1365, 1472, 1501, 1503, 1518, 449, 296, 1200, 1191, 266, 1084, 1243, 402]
7066	[]	[84, 449, 2548, 4944, 4063, 1375, 1200, 2155]
6091	[157, 169, 231, 407, 445, 564, 565, 608, 753, 790, 822, 929, 996, 1009, 1023, 1197, 1462, 1537, 1777, 1898, 1921, 1983, 2059, 2066, 2198, 2402, 2738, 2877, 3100, 3202, 3325, 3405, 3437, 3849, 4018, 4132, 4142, 4168, 4390, 4631, 4743, 4826, 4845, 4981, 4989, 5064, 5068, 5125, 5135, 5359, 5490, 5628, 5683, 5823, 855, 771, 1132, 1105, 3561, 5992, 5803, 4696, 1032, 2830, 4699, 818, 5900, 848, 4558]	[84, 241, 1707, 1877, 2081, 3213, 4084, 5347, 5921, 2217, 5984, 3360, 3741]
9010	[5125, 6091, 7565, 7849]	[84, 1707]
3575	[]	[84, 1059, 3147]
3700	[]	[85, 255, 629, 774, 950, 1314, 1323, 1456, 1462, 1760, 1806, 1913, 2249, 2386, 2610, 2926, 2988, 3023, 3051, 3167, 3227, 3469]
10054	[]	[85, 2988, 5062, 5412, 3700, 8098, 5322]
7923	[1865, 2000, 202, 5251, 213, 7640, 240]	[86, 380, 1707]
5227	[]	[86, 224, 936, 213]
4827	[209, 848, 1018, 1876, 2070, 3029, 3448, 3900, 4686, 468, 226, 867, 4268, 493, 723, 1894, 915, 1129, 2533, 2830, 2867]	[86, 380, 583, 1707, 2892, 379, 1411, 1877, 4766, 2980]
4690	[3117, 3259, 3355, 2490, 2050, 3223]	[86, 223, 823, 903, 1130, 1153, 1200, 1351, 1553, 1867, 1907, 2290, 2475, 2597, 2785, 3418, 3518, 3660, 3942, 4021, 4181, 213, 468, 226, 1632, 4148, 720, 3823, 1039, 1574, 4651, 683, 1398, 3636, 112, 3995, 2158]
5475	[177, 256, 521, 1129, 1161, 1902, 3078, 3132, 3819, 3823, 5300, 213, 468, 325, 4035, 902, 1936, 262, 1954, 3518, 260, 5412, 212]	[86, 2675, 2771, 2812, 3664, 4181, 4887, 4690, 2291, 695]
5222	[]	[86, 297, 789, 1659, 1983, 379, 2726, 719, 768]
203	[202, 157]	[86]
902	[311, 743, 736]	[86, 380, 399]
6795	[]	[86, 609, 857, 2511, 2726, 3355, 3360, 3783, 4398, 4690, 5952, 6290, 202, 203, 380, 1877, 84, 5803]
493	[112, 197, 201, 253, 279, 280, 319, 389, 435]	[86, 114, 191, 198, 259, 405]
8483	[259, 316, 933, 1671, 3117, 3968, 5007, 7639, 7172, 6167, 1114, 4654]	[86, 203, 389, 604, 857, 1129, 1951, 2094, 2099, 2918, 4939, 6682, 6745, 7043, 7555, 7640, 7875, 8256, 8025, 226, 7045, 4442, 7192, 7136, 1366, 365, 1900, 1223, 3566, 4805, 2223, 6421, 6795, 8404, 1593, 6507, 4001, 6512, 2931]
1085	[]	[86, 48, 532, 373, 371, 1018, 506]
9976	[]	[86, 9701, 1366]
2000	[]	[86, 1366]
9880	[]	[86, 9701, 1366, 1085]
1865	[231, 258, 743, 1013, 1624, 709, 609, 720, 1553, 959, 1634, 867, 366, 1293, 365, 1269, 1657, 870]	[86, 434, 1108, 656, 1366]
8256	[1873]	[86, 126, 211, 295, 301, 340, 389, 536, 604, 768, 789, 960, 1094, 1129, 1373, 1385, 1680, 1773, 1790, 1809, 1983, 2000, 2094, 2271, 2509, 2574, 2590, 2683, 2726, 2946, 3182, 3195, 3505, 3839, 3853, 4032, 4636, 4858, 4859, 4874, 5222, 5376, 5477, 5799, 6238, 6319, 6355, 6554, 6577, 6617, 6996, 7097, 7249, 7640, 7649, 7856, 7923, 8009, 287, 3205, 362, 2217, 709, 2982, 817, 3566]
2731	[1078, 2419, 2479, 2483, 2592, 2607, 2624, 2694, 901]	[87, 193, 211, 253, 260, 348, 415, 443, 448, 468, 677, 678, 695, 762, 804, 936, 955, 956, 1022, 1081, 1130, 1293, 1497, 1707, 1860, 1865, 1938, 1956, 2070, 2190, 2225, 2511, 458, 1574, 2217, 493, 114, 817, 862, 1180, 970]
5238	[669, 1503, 4465, 4655, 4743, 5142, 5221, 4047]	[87, 4313, 5232]
2825	[1923, 2086, 2219, 2429]	[90, 148, 347, 395, 438, 704, 1452, 1871, 1917, 2276, 2322, 325, 2217, 720, 1951]
3524	[]	[93, 1992]
2548	[]	[95, 297, 465, 536, 541, 602, 612, 736, 751, 970, 1075, 1235, 1293, 1530, 1539, 1857, 2032, 2077, 2179, 2467, 2511, 2543, 380, 902, 955, 340, 1574, 2533, 503, 191, 2155, 212, 1168, 97, 719, 2522, 1058]
987	[723]	[97]
3029	[723, 1894, 1876]	[97]
6147	[1576, 1113]	[97]
5183	[857, 4046, 4686, 1113]	[97, 2057, 2967, 3601]
9634	[435, 736, 817, 980, 1200, 2726, 6585, 8222, 8232, 8400, 8627, 9605, 4827, 8297, 4111, 6245]	[98, 232, 458, 1794, 1951, 2481, 6725, 2217, 3604, 5546]
2568	[104, 208, 678, 787, 827, 902, 936, 1103, 1585, 1788, 2048, 2503, 271, 1129, 2533, 509, 1170, 1280, 1121]	[98, 114, 2243, 2210, 1052, 1783]
3201	[209, 251, 311, 503, 509, 564, 678, 1161, 1539, 1977, 2726, 3166, 1902, 704, 786, 355, 709, 1901, 1103, 499, 1502]	[98, 600, 1951, 2243, 2481, 2775, 380, 1790, 2419, 2418, 458, 862, 2546]
2982	[223, 231, 1574, 1680, 2000, 2597, 1132, 1486, 2590, 990]	[98, 259, 295, 434, 767, 995, 2271, 2467, 2915, 671, 316, 232]
5767	[48]	[98, 704, 2030, 850, 3414, 3723, 1897, 1674, 3385]
2533	[231, 311, 435, 443, 604, 743, 883, 970, 980, 1058, 1200, 1377, 1574, 1956, 2154, 2155, 2221, 2253, 2275, 531, 538, 373, 709, 787, 959, 1585, 827, 2087, 1084, 2184, 1170]	[98, 399, 458, 1199, 1707, 1802, 2041, 2217, 1189]
1424	[882]	[98]
2887	[236, 2101, 823, 1956, 604, 599]	[98, 340, 527, 2429, 1941, 1189]
201	[]	[98]
3435	[]	[98, 604, 2982, 3201, 380, 2070, 1751, 867, 3254, 1859]
5172	[1199, 2089, 995]	[98, 120, 503, 1132, 1390, 1702, 2033, 2925, 2982, 3201, 3205, 3206, 3505, 3772, 3872, 202, 704, 237, 903, 1467, 1867, 2070, 325, 389, 4643, 5157, 1366, 1564, 3723, 1657, 4631, 3255, 3435, 2032]
583	[]	[98, 209]
585	[]	[99]
363	[233]	[104, 253, 332]
9813	[]	[110, 2522]
458	[363]	[111, 296, 355, 426, 449, 373, 76, 379]
6948	[]	[112, 435, 2766, 3225, 3300, 4675, 4820, 5322, 5462, 5641, 6167, 493, 1951, 6666, 1453, 6437, 4826, 5886, 3566, 1186]
8312	[7269]	[112, 197, 2836, 3594, 4651, 7043, 493]
3223	[635, 2118, 2217, 2324, 2765, 2841]	[112, 371, 430, 465, 653, 700, 823, 1040, 1046, 1140, 1196, 1388, 1673, 2057, 2299, 2323, 2501, 2969, 3109, 533, 625, 1351, 1907, 551, 2696, 1084]
3723	[]	[112, 173, 435, 555, 614, 647, 799, 889, 903, 924, 938, 941, 1121, 1129, 1157, 1175, 1186, 1315, 1455, 1474, 1615, 1657, 1674, 1719, 1843, 1880, 1897, 1906, 1931, 2153, 2217, 2315, 2605, 2651, 2660, 2672, 2868, 3112, 3205, 3255, 3309, 3366, 3547, 3548, 3642, 3658, 226, 1205, 1280, 2766, 1798, 1564, 1565, 2205, 3168]
202	[]	[114]
8754	[231, 253, 753, 959, 1132, 1300, 2139, 3823, 4989, 5535, 8297, 202, 203, 226, 1936, 8645, 8745, 6058, 8350, 3163, 6245, 5575, 6585, 2533]	[114, 956, 2050, 3570, 6682, 7588, 7877, 8353, 8518, 4690, 7392, 8273, 8153, 5930, 4483, 3355, 1671, 1114, 3669]
7652	[]	[114, 862, 1132, 1289, 1574, 1671, 1938, 1951, 2198, 2481, 2731, 2867, 3397, 3414, 3664, 3886, 5148, 6255, 7138, 202, 226, 6337, 7392, 379, 6281, 2497, 720, 3355, 2597, 1112, 167, 1954, 2794]
8944	[311, 1132, 1574, 2139, 2533, 2554, 2817, 3403, 3518, 3872, 7138, 7999, 8869, 202, 5493, 1867, 226, 6597, 8745, 720, 1553, 1112, 3891, 2755, 969]	[114, 536, 862, 1671, 1951, 2546, 2731, 3397, 3414, 5007, 6255, 6682, 7091, 8468, 7652, 5151, 7392, 7105]
7138	[311, 1132, 1188, 1506, 1574, 1954, 2503, 2554, 3959, 5143, 5475, 202, 203, 5493, 226, 6597, 867, 325, 720, 2887]	[114, 862, 1671, 1951, 2546, 2731, 3397, 3414, 3664, 6255, 933, 3760, 7070, 379, 2497, 3355, 1189, 7105, 2794]
9195	[862, 1671, 3664, 6255, 8273, 955]	[114, 311, 1574, 1951, 2546, 2621, 2731, 3397, 3414, 7999, 8468, 202, 7652, 8944, 7138, 213, 226, 8056, 1185, 271, 1954, 2533, 1939, 720, 2041]
8468	[7362]	[114, 231, 380, 604, 827, 862, 995, 1132, 1574, 1629, 1671, 1951, 1983, 2050, 2094, 2198, 2210, 2546, 2581, 2731, 2828, 3078, 3163, 3173, 3201, 3397, 3414, 3518, 3783, 4686, 4808, 6045, 6104, 6255, 6345, 6585, 6754, 7093, 7252, 7999, 202, 903, 6795, 7652, 7138, 7012, 5490, 3959, 4268, 226, 6319, 6635, 8042, 7378, 4690, 6251, 3942, 6597, 2892, 5415, 7392, 325, 8181, 5007, 4181, 720, 3355, 1553, 6827, 1977, 1781, 1112, 7105, 5952, 5971, 2794, 969]
6255	[862, 1671, 3968]	[114, 1182, 1574, 1951, 2581, 2731, 3201, 3397, 3414, 202, 226, 1936, 379, 380, 720, 1366, 1954, 3163]
1132	[137, 196, 231, 313, 431, 435, 468, 697, 719, 743, 959, 1009, 1011, 1080, 1112, 1129, 704, 203, 827, 817, 448, 736]	[114, 259, 399, 861, 907, 1100, 458]
3403	[209, 604, 817, 3078, 202, 1664, 1132, 509, 2139, 2155, 1398, 1321]	[114, 1275, 3117, 1366, 1094]
114	[]	[86]
3604	[]	[114, 435, 604, 817, 973, 1103, 1129, 1269, 1954, 2533, 2918, 2975, 3518, 606, 736, 226, 1932, 1070, 867, 903, 380, 1200, 496, 1132, 3086]
1269	[253, 435, 883, 521, 1132]	[114, 380, 1180, 86]
435	[223, 253, 280, 297, 357, 226, 271]	[114, 380]
5109	[198, 897, 1671, 2217, 3604, 4887]	[114, 506, 604, 889, 969, 1161, 1386, 1879, 2101, 2120, 2154, 2548, 2803, 3010, 3026, 3086, 3166, 3206, 3400, 3518, 4613, 4666, 4882, 3043, 380, 2856, 3750, 226, 704, 4686, 959, 720, 973, 1539, 1132, 2139, 1182, 1366, 120, 3454, 3641]
2856	[311, 604, 639, 743, 817, 827, 883, 970, 1129, 1337, 1469, 1539, 1574, 2091, 2290, 2533, 2803, 1973, 959, 435, 209]	[114, 257, 259, 380, 527, 2243, 2466, 2548, 955, 1366, 2739, 2794, 2490]
1951	[864]	[114, 122, 137, 253, 259, 405, 503, 704, 732, 827, 916, 1074, 1081, 1474, 1521, 1691, 1707, 1710, 1743, 1182, 1574, 1867, 1070, 678, 257, 1634, 1901, 719]
6927	[777, 827, 4111, 493, 4874, 1175, 4566, 643, 496, 1153]	[114, 198, 3694, 4872, 3723]
1564	[253, 435, 609, 643, 650, 1129, 1447, 1553, 777, 1539, 493, 1286, 1186, 903, 1058]	[114, 259, 405, 1199, 48, 379, 86, 1366]
9501	[883, 1506, 493]	[114]
1506	[201, 280, 317, 768, 817, 883, 325, 493]	[114, 198, 781]
720	[163]	[114, 466, 340]
3055	[358, 949, 1200, 2424, 231, 2032]	[114, 1094]
9287	[3750, 6225, 9170, 1280, 1243, 3850]	[114, 4847, 4135]
